product_id,product_name,category,subcategory,brand,base_price_2015,current_price,weight_kg,avg_rating,total_reviews,is_prime_eligible,launch_year,model,is_active
PROD_0050,Product_50,Books,Subcategory_12,LG,875.4321055441178,1257.4330847962879,6.436877765509435,3.3628387217222535,2903,True,2018,Model_408,False
PROD_0051,Product_51,Sports & Outdoors,Subcategory_1,Sony,1256.4371749331503,3900.421021919207,0.5625601201756009,1.8972033144760463,762,True,2020,Model_783,True
PROD_0052,Product_52,Sports & Outdoors,Subcategory_11,Samsung,852.579993529817,2006.5473098156478,7.565269555514507,4.436371176634101,205,True,2020,Model_714,True
PROD_0053,Product_53,Sports & Outdoors,Subcategory_7,Sony,1010.4040620827158,1510.3595623284746,2.7366330149260816,4.0238697436908915,4913,True,2020,Model_495,False
PROD_0054,Product_54,Books,Subcategory_5,Adidas,2018.6041130826288,2069.0302682870642,0.6870882214654028,4.435254607134642,7803,False,2020,Model_962,True
PROD_0055,Product_55,Electronics,Subcategory_18,Puma,2011.5047275377665,1637.1441754816115,3.184009552020195,3.8108487680058136,3329,False,2022,Model_142,True
PROD_0056,Product_56,Clothing & Accessories,Subcategory_14,Nike,878.2903509483725,2512.6235452464066,3.2288309111915225,1.5728706367816017,4234,True,2023,Model_256,True
PROD_0057,Product_57,Clothing & Accessories,Subcategory_11,Samsung,559.085005304003,645.4236859579694,6.710857706603947,2.593310138385072,3782,True,2017,Model_335,True
PROD_0058,Product_58,Electronics,Subcategory_6,Samsung,3074.815412809526,1251.7395879871392,6.612828341353408,4.577850382210338,848,False,2021,Model_383,True
PROD_0059,Product_59,Electronics,Subcategory_7,Nike,1796.4310316534204,1790.0966914854837,6.375378507677686,3.604233916616932,9759,False,2015,Model_481,True
PROD_0060,Product_60,Sports & Outdoors,Subcategory_1,Puma,2887.822497958047,1849.8943015804425,2.856418947236744,2.52561750111481,3606,False,2015,Model_645,True
PROD_0061,Product_61,Home & Kitchen,Subcategory_19,Sony,2036.2511383777626,1369.4567750835704,5.817926069675964,1.0949512302574558,5763,False,2017,Model_453,True
PROD_0062,Product_62,Books,Subcategory_9,Puma,5058.240088846849,1756.6873372249788,2.483978122837919,4.881624644238162,7972,True,2021,Model_424,True
PROD_0063,Product_63,Beauty & Personal Care,Subcategory_1,Sony,4509.507809520644,3539.414924716125,9.907833107048937,3.929168525919448,3420,True,2023,Model_712,True
PROD_0064,Product_64,Electronics,Subcategory_10,Apple,747.6406263631669,3218.5024994618857,9.979175105971446,2.21945315408341,4772,True,2016,Model_954,True
PROD_0065,Product_65,Electronics,Subcategory_3,LG,2667.2006814732945,5540.806952156346,1.504479864005146,3.985914257199264,1665,True,2016,Model_833,True
PROD_0066,Product_66,Sports & Outdoors,Subcategory_13,Samsung,321.1956141432342,972.4277704135867,9.489460479453115,4.656843543613135,8072,False,2015,Model_680,False
PROD_0067,Product_67,Electronics,Subcategory_19,Nike,1756.246986121102,4187.460532305452,7.8779167574509295,2.406654755444888,9953,True,2023,Model_619,False
PROD_0068,Product_68,Beauty & Personal Care,Subcategory_1,LG,2634.143973095424,2225.8212037709723,7.384911576288417,3.716338413747771,9289,True,2017,Model_724,True
PROD_0069,Product_69,Home & Kitchen,Subcategory_8,Puma,1842.6080902474544,819.3218243679378,1.5469495575373529,1.8506234717600756,2824,False,2020,Model_777,True
PROD_0070,Product_70,Books,Subcategory_17,Samsung,992.3780697558626,849.353674165721,2.506665443495375,3.8009337984395213,7762,True,2020,Model_947,True
PROD_0071,Product_71,Beauty & Personal Care,Subcategory_16,Apple,1494.1841238672846,931.183395244956,6.79662241112328,4.777291872272258,7008,False,2020,Model_640,True
PROD_0072,Product_72,Electronics,Subcategory_15,Nike,2421.482390394097,1407.076906047694,4.704357254598918,2.702153289042338,8249,False,2020,Model_679,True
PROD_0073,Product_73,Clothing & Accessories,Subcategory_2,LG,857.9188655826389,861.1078165192954,7.431013866806351,2.7213747839427107,6312,True,2023,Model_397,True
PROD_0074,Product_74,Books,Subcategory_18,Puma,1819.4366910077542,341.2045861620246,2.720236889337193,3.116824227008874,3976,False,2019,Model_299,True
PROD_0075,Product_75,Clothing & Accessories,Subcategory_14,Apple,2279.903869463235,554.4352940881729,5.72280913512593,2.1625209392856006,3682,True,2024,Model_764,True
PROD_0076,Product_76,Home & Kitchen,Subcategory_19,Nike,3205.6768458476768,7229.835033648562,9.060823579221,1.342959312596764,2727,False,2020,Model_640,True
PROD_0077,Product_77,Electronics,Subcategory_8,Puma,2956.398765135306,3810.215993543862,9.116435786994126,1.752933189099096,4953,True,2022,Model_521,True
PROD_0078,Product_78,Sports & Outdoors,Subcategory_2,Apple,74.42397999002321,4709.653045439711,3.409820399038999,2.7777377373244323,6244,True,2017,Model_729,True
PROD_0079,Product_79,Books,Subcategory_17,Apple,3458.7969074783136,1392.2560617690226,0.5186657499275072,1.2318183678140842,2430,True,2017,Model_295,True
PROD_0080,Product_80,Home & Kitchen,Subcategory_17,Reebok,1362.1513606873723,3082.693458712725,7.85120356227445,2.448554708137248,3497,True,2023,Model_231,True
PROD_0081,Product_81,Books,Subcategory_4,Apple,3747.209582843539,1111.8639526911945,5.060450942356449,4.055943307293919,4876,True,2021,Model_676,True
PROD_0082,Product_82,Clothing & Accessories,Subcategory_13,Sony,730.1007001124997,1640.556632678264,3.3888406680491867,1.9213654720563964,4598,False,2018,Model_410,True
PROD_0083,Product_83,Electronics,Subcategory_14,Apple,469.8389356579016,3105.810246220293,4.956959004604796,1.996107137805501,6236,True,2016,Model_593,True
PROD_0084,Product_84,Sports & Outdoors,Subcategory_14,LG,1194.745899709744,3724.7958567994583,9.268177310466571,4.151263996177514,1506,True,2017,Model_953,True
PROD_0085,Product_85,Sports & Outdoors,Subcategory_18,Adidas,3107.857595876638,665.0623840555317,8.53121053040015,3.518476190674399,9744,True,2016,Model_651,True
PROD_0086,Product_86,Home & Kitchen,Subcategory_14,Adidas,681.4391213407757,2705.717491322929,3.1606641317076383,4.003740785484414,6785,True,2018,Model_379,True
PROD_0087,Product_87,Beauty & Personal Care,Subcategory_1,Sony,1990.9533070670893,6454.507001325373,1.2991626937390999,4.448566028471994,2489,False,2021,Model_871,True
PROD_0088,Product_88,Books,Subcategory_19,Reebok,1380.564597050095,4256.490281460802,4.451306399396799,4.606455788677396,7237,False,2018,Model_646,True
PROD_0089,Product_89,Beauty & Personal Care,Subcategory_2,Adidas,1628.156837638239,1666.4174473787336,3.790117691679527,2.1032965379676667,1135,True,2024,Model_431,True
PROD_0090,Product_90,Sports & Outdoors,Subcategory_14,Nike,1648.8928760059637,1176.9873132932403,6.436514832416071,1.315941384351106,3367,True,2020,Model_657,True
PROD_0091,Product_91,Home & Kitchen,Subcategory_17,Nike,909.8980629511254,1405.5124592494776,3.9125522527626106,1.7440110679870138,8756,True,2023,Model_210,True
PROD_0092,Product_92,Electronics,Subcategory_10,Adidas,1125.0863237902965,4473.235280782722,6.515211257030953,2.3299332572777525,4052,False,2016,Model_535,True
PROD_0093,Product_93,Home & Kitchen,Subcategory_3,Apple,2239.447092677757,5135.509769123165,2.2182815428902827,1.5634632114550349,5535,True,2017,Model_934,True
PROD_0094,Product_94,Electronics,Subcategory_10,Nike,6273.901635623774,619.3529594037456,9.559500882712657,3.576981991842744,1686,True,2016,Model_884,False
PROD_0095,Product_95,Beauty & Personal Care,Subcategory_10,Reebok,754.3109677110082,3425.8008774439254,1.8444324291796705,2.883495275283209,8973,False,2016,Model_632,True
PROD_0096,Product_96,Home & Kitchen,Subcategory_5,Samsung,1902.7934058413875,3019.9825780363376,6.0905495538354195,4.610883827932989,1786,True,2017,Model_900,True
PROD_0097,Product_97,Beauty & Personal Care,Subcategory_3,Puma,1819.685324177719,3596.6827476726435,4.986775787671994,2.643100056704692,2080,True,2021,Model_476,True
PROD_0098,Product_98,Beauty & Personal Care,Subcategory_14,Adidas,911.0511251040783,1588.2309867770232,6.510253702776322,4.621933781243261,6008,True,2016,Model_286,True
PROD_0099,Product_99,Beauty & Personal Care,Subcategory_3,Samsung,1307.726370315435,2986.4879107804795,4.550076257754549,3.58145022497059,3991,False,2021,Model_997,False
PROD_0100,Product_100,Sports & Outdoors,Subcategory_7,Samsung,1369.2193261969744,212.9035618050177,1.8056691821822126,3.9340687051303553,4427,True,2023,Model_682,True
PROD_0101,Product_101,Clothing & Accessories,Subcategory_10,Reebok,4841.4903234781805,2213.6111160118107,2.13495206662268,4.95241823505801,646,True,2021,Model_474,True
PROD_0102,Product_102,Clothing & Accessories,Subcategory_13,Nike,2568.5389282364536,2266.3493420879204,6.767903490899048,3.4236379367734213,2497,False,2022,Model_668,True
PROD_0103,Product_103,Clothing & Accessories,Subcategory_8,Apple,1405.8295002755985,5963.233253078449,4.951696405502672,4.02120349657242,5212,True,2016,Model_157,True
PROD_0104,Product_104,Clothing & Accessories,Subcategory_12,Sony,4456.657463135375,2387.1313413905204,8.560252285213764,4.626173209004007,4189,True,2019,Model_419,True
PROD_0105,Product_105,Electronics,Subcategory_3,Reebok,930.3455406173657,1067.0706973324984,9.874505378354714,4.392885783858622,1791,True,2022,Model_161,True
PROD_0106,Product_106,Books,Subcategory_1,Apple,864.8751531388446,2751.8461032857963,7.618094632102855,1.4622927415336386,6301,False,2020,Model_199,True
PROD_0107,Product_107,Books,Subcategory_11,Nike,1082.4152121301643,4208.946365663287,6.383564071739446,4.20597104414099,6811,True,2015,Model_636,True
PROD_0108,Product_108,Clothing & Accessories,Subcategory_12,Sony,2746.8511306796054,1813.5565925431438,9.395854296976918,4.95764949152368,9550,False,2019,Model_461,True
PROD_0109,Product_109,Clothing & Accessories,Subcategory_3,Nike,4637.293750012703,955.5452770229641,6.51592600620693,1.1457016690314723,3170,False,2020,Model_915,True
PROD_0110,Product_110,Clothing & Accessories,Subcategory_7,Sony,1318.5890935163618,2257.252647279875,9.033008140561398,2.755285729192214,8406,True,2020,Model_948,True
PROD_0111,Product_111,Books,Subcategory_18,Sony,3039.7580195997407,1957.1092293533366,5.407925157363767,3.7989708404440363,346,True,2017,Model_531,True
PROD_0112,Product_112,Beauty & Personal Care,Subcategory_15,Reebok,1310.469355179082,196.52845372055563,5.222626802453531,4.893291612303512,2761,False,2022,Model_222,True
PROD_0113,Product_113,Home & Kitchen,Subcategory_19,Apple,3042.438727454088,1099.3760612356637,4.521444013211707,2.0553874770834955,2862,False,2018,Model_986,True
PROD_0114,Product_114,Clothing & Accessories,Subcategory_5,Apple,2353.619480077549,4451.238588194619,6.544711792368948,4.111911599917049,872,True,2019,Model_114,True
PROD_0115,Product_115,Beauty & Personal Care,Subcategory_1,Samsung,3223.4019062892035,279.65018748030246,2.146674416807,4.903844229191176,1392,False,2015,Model_762,True
PROD_0116,Product_116,Home & Kitchen,Subcategory_13,Apple,2481.3724281162363,528.0884807331139,6.997539879251294,1.2046883851058947,8722,True,2021,Model_128,True
PROD_0117,Product_117,Sports & Outdoors,Subcategory_5,Apple,290.3183256836501,1273.8194313521253,2.37503769579069,2.7268863160206,8305,True,2021,Model_512,True
PROD_0118,Product_118,Home & Kitchen,Subcategory_7,Puma,455.1606783093788,920.3111562167327,7.031974169020573,3.9648534671934055,5344,True,2018,Model_810,True
PROD_0119,Product_119,Sports & Outdoors,Subcategory_18,Samsung,1138.6152481242273,3963.6749518688857,2.1386597177767985,2.3522182754059306,7070,True,2017,Model_623,True
PROD_0120,Product_120,Books,Subcategory_16,Reebok,259.60229526805625,3996.917650135879,8.108780387175448,1.6967003978578852,8930,True,2021,Model_711,True
PROD_0121,Product_121,Books,Subcategory_16,Reebok,1333.6080671206155,7692.392049748439,9.90794990231729,3.3332644190445495,1286,False,2022,Model_632,True
PROD_0122,Product_122,Home & Kitchen,Subcategory_4,Reebok,1764.624504499394,385.87740328204563,2.634224348007094,1.3293354573060059,4877,True,2020,Model_370,True
PROD_0123,Product_123,Home & Kitchen,Subcategory_10,Apple,5999.079273429563,868.7284694388431,5.312621862496357,1.3536219071604063,3749,False,2022,Model_457,False
PROD_0124,Product_124,Clothing & Accessories,Subcategory_7,Reebok,2149.359553448269,12574.258924127244,2.255406920534773,3.7646629539546095,8937,False,2023,Model_854,True
PROD_0125,Product_125,Beauty & Personal Care,Subcategory_2,Reebok,1237.097460765264,672.931923230786,0.19747592771998135,3.9673962319770206,2506,True,2015,Model_731,True
PROD_0126,Product_126,Sports & Outdoors,Subcategory_11,Samsung,2899.626333904292,1368.3914299320027,7.450130597853261,3.2491541402831325,9069,False,2017,Model_801,True
PROD_0127,Product_127,Beauty & Personal Care,Subcategory_15,Sony,1228.5661828980403,982.5313554333486,7.719734980798134,3.3680954064771993,7172,True,2017,Model_396,True
PROD_0128,Product_128,Beauty & Personal Care,Subcategory_18,Apple,1191.6644529893513,3050.575310373528,8.583133570663342,4.8756514504231205,1516,True,2019,Model_376,True
PROD_0129,Product_129,Books,Subcategory_13,Adidas,2719.0386607372493,4641.330401090225,8.096907346590111,4.288163568846013,8415,False,2023,Model_154,True
PROD_0130,Product_130,Sports & Outdoors,Subcategory_16,Puma,609.5923604925284,1619.850696846125,9.768593140176389,2.127200875948583,4111,False,2015,Model_748,True
PROD_0131,Product_131,Home & Kitchen,Subcategory_12,Reebok,848.1347572475267,3015.8147203735343,8.591778999235206,3.4717853570816555,5201,True,2021,Model_191,True
PROD_0132,Product_132,Sports & Outdoors,Subcategory_8,Reebok,2574.191332500834,3166.102112800801,2.683087573648425,2.5683289818682704,9447,True,2018,Model_487,True
PROD_0133,Product_133,Books,Subcategory_2,Nike,2151.5239484519693,1272.0540269140988,0.32728974809516653,3.665352507594238,5600,False,2017,Model_789,True
PROD_0134,Product_134,Books,Subcategory_6,Samsung,2501.7824527557473,2427.2838820095158,1.2999894609024398,3.4780776440432937,33,True,2018,Model_278,True
PROD_0135,Product_135,Electronics,Subcategory_6,Nike,4629.428451047615,4078.394492801212,9.341880308440722,1.7237917700621135,3826,False,2015,Model_785,True
PROD_0136,Product_136,Beauty & Personal Care,Subcategory_9,Apple,659.3333137580534,1783.5252276123242,2.724651816464048,4.322558965257397,9748,True,2022,Model_966,True
PROD_0137,Product_137,Clothing & Accessories,Subcategory_14,Puma,1252.7064104738004,267.8143812868757,4.21922750659876,4.792423044174538,6489,False,2020,Model_330,False
PROD_0138,Product_138,Beauty & Personal Care,Subcategory_16,Sony,2999.1754217190182,2666.1071661300175,4.141852398703974,2.97849658544935,3938,False,2019,Model_902,False
PROD_0139,Product_139,Clothing & Accessories,Subcategory_9,Puma,1717.0532639784785,417.6602643552683,6.93242158058554,1.4134735410746133,4928,True,2018,Model_485,False
PROD_0140,Product_140,Electronics,Subcategory_7,Apple,3710.102511214381,2629.6756380346415,8.041572532025466,3.0819182934197396,3462,True,2023,Model_270,True
PROD_0141,Product_141,Electronics,Subcategory_18,Apple,3760.553610195296,3190.6983587483883,7.133009708228409,4.310814855862002,1320,True,2024,Model_367,True
PROD_0142,Product_142,Sports & Outdoors,Subcategory_10,Sony,2896.328199459047,2022.3426885944248,1.6495924106726572,4.871393169512561,6825,True,2015,Model_771,True
PROD_0143,Product_143,Electronics,Subcategory_11,Puma,3085.519303819975,717.9108489646613,6.495600731961359,2.9079347821661305,4824,True,2024,Model_859,False
PROD_0144,Product_144,Home & Kitchen,Subcategory_12,Puma,1290.4893274572876,1440.7361194026653,8.828633453442496,3.9583352052387797,1537,True,2018,Model_275,True
PROD_0145,Product_145,Sports & Outdoors,Subcategory_1,Apple,219.71823078453008,2801.596336146607,0.1621860232594613,3.1646059013161567,3803,False,2018,Model_620,True
PROD_0146,Product_146,Beauty & Personal Care,Subcategory_11,LG,2553.9183291036516,3361.2805999157076,8.20359894940369,2.910433910368751,53,True,2020,Model_473,True
PROD_0147,Product_147,Sports & Outdoors,Subcategory_13,Nike,960.8585631243963,5406.864229982804,9.079294100624283,4.555374046208106,8065,True,2017,Model_252,False
PROD_0148,Product_148,Clothing & Accessories,Subcategory_18,Samsung,1374.0303036333044,2299.8179709106603,7.8648495951876045,1.0862272118030565,7066,True,2022,Model_263,True
PROD_0149,Product_149,Sports & Outdoors,Subcategory_11,Nike,2893.127739745354,1147.521360785663,1.3128103973674767,3.4906816607698095,1369,False,2015,Model_376,True
PROD_0150,Product_150,Sports & Outdoors,Subcategory_7,Sony,1022.1040108700183,2002.5442092491694,8.081427346494895,1.1440522914162052,1510,False,2015,Model_474,True
PROD_0151,Product_151,Beauty & Personal Care,Subcategory_3,Reebok,290.4365168842217,3377.761312131277,6.717281638730323,3.5681630925636374,618,False,2015,Model_188,True
PROD_0152,Product_152,Books,Subcategory_7,Apple,595.8242536331221,4358.3914127400485,1.0933235107884067,4.650916585870234,9198,False,2016,Model_495,True
PROD_0153,Product_153,Electronics,Subcategory_8,Samsung,3419.257517302151,5741.208327332927,6.180393208031124,2.2185200685787727,7077,True,2016,Model_494,True
PROD_0154,Product_154,Electronics,Subcategory_3,Reebok,1189.041528659616,566.7061516542042,7.22225197984966,3.674417044898712,124,True,2019,Model_789,True
PROD_0155,Product_155,Home & Kitchen,Subcategory_14,Adidas,201.1011099495417,1985.3883002259158,5.6270052311925935,4.114202094357259,2130,True,2017,Model_104,True
PROD_0156,Product_156,Sports & Outdoors,Subcategory_7,Apple,2691.293255643324,1040.4437483151871,8.233639616494074,3.4451759732894964,5445,True,2016,Model_512,True
PROD_0157,Product_157,Beauty & Personal Care,Subcategory_1,Adidas,1976.4627570415087,6940.635400507625,8.564198193538306,2.097644358639702,9141,True,2018,Model_284,True
PROD_0158,Product_158,Books,Subcategory_18,Adidas,1213.84560020374,3010.2822116741336,5.233871675560976,3.3182758827171837,2301,True,2021,Model_108,True
PROD_0159,Product_159,Electronics,Subcategory_6,Samsung,3511.6647160401803,2324.4618351853446,9.56441001531856,4.823210531806158,604,True,2017,Model_120,True
PROD_0160,Product_160,Beauty & Personal Care,Subcategory_19,Nike,1730.0191273259843,1941.0259065398666,7.97864398671248,1.4915173455135293,1265,True,2024,Model_805,True
PROD_0161,Product_161,Home & Kitchen,Subcategory_9,LG,2023.5265163211564,4006.7172514321414,5.931692984839021,3.798890823184404,9319,False,2024,Model_159,True
PROD_0162,Product_162,Home & Kitchen,Subcategory_9,Puma,1075.8413291322051,2764.352177666953,6.205723625114403,3.2198450541678834,8803,False,2020,Model_191,True
PROD_0163,Product_163,Sports & Outdoors,Subcategory_11,Adidas,1388.5324805526182,3026.6034856918095,1.4034614673937367,2.824726592075002,9121,True,2022,Model_697,True
PROD_0164,Product_164,Clothing & Accessories,Subcategory_3,LG,2082.539857208906,1962.512089406036,5.272301523509218,2.9774875486090826,800,False,2018,Model_849,True
PROD_0165,Product_165,Clothing & Accessories,Subcategory_9,Sony,5156.550351219934,4426.629650793334,5.597725103530311,1.9342179835452478,3097,False,2016,Model_788,True
PROD_0166,Product_166,Sports & Outdoors,Subcategory_9,LG,969.4436697247976,1966.5025387440376,5.775702647505661,2.3454963856254505,5026,False,2020,Model_139,True
PROD_0167,Product_167,Sports & Outdoors,Subcategory_2,LG,3326.0702021173174,947.8806508760897,2.9781281480375945,1.2625781085145666,9361,True,2015,Model_758,True
PROD_0168,Product_168,Home & Kitchen,Subcategory_17,Nike,7503.98010944093,742.848999798049,4.057905630538252,2.8885897178131934,9259,False,2020,Model_623,False
PROD_0169,Product_169,Electronics,Subcategory_17,Adidas,3834.9678503233195,3505.383752533822,4.479586942159646,3.2589711639593864,8986,False,2016,Model_822,True
PROD_0170,Product_170,Sports & Outdoors,Subcategory_17,Samsung,221.5637387025507,2827.011053886605,6.622909071196738,4.692165951101385,5663,True,2018,Model_722,True
PROD_0171,Product_171,Beauty & Personal Care,Subcategory_10,Adidas,147.1625127324085,5605.174557174331,2.994350866372306,3.9427401796732204,1442,True,2015,Model_138,True
